AdultAge,Workclass,Education,Martial_Status,Relationship,Race,Sex,Continent,Target
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, 11th, Never-married, Own-child, White, Female,North America, <=50K
<=25,Never-worked, 11th, Never-married, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, Bachelors, Never-married, Own-child, White, Male,North America, <=50K
>60 and <=70, State-gov, Doctorate, Married-civ-spouse, Husband, White, Male,Antarctica, >50K
>40 and <=50, Private, HS-grad, Never-married, Own-child, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,Asia, >50K
>25 and <=30, Private, 5th-6th, Never-married, Unmarried, White, Male,North America, <=50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, 9th, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, >50K
>60 and <=70,Never-worked, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Some-college, Divorced, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
<=25, Federal-gov, Assoc-acdm, Never-married, Own-child, White, Female,Europe, <=50K
>30 and <=40, Private, HS-grad, Divorced, Unmarried, Black, Female,North America, <=50K
>30 and <=40,Never-worked, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, State-gov, Masters, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>70 and <=80, Private, 7th-8th, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Self-emp-not-inc, Prof-school, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Separated, Not-in-family, Asian-Pac-Islander, Male,Asia, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>60 and <=70, Private, Some-college, Widowed, Not-in-family, White, Female,North America, <=50K
>50 and <=60, Private, 11th, Separated, Not-in-family, Black, Female,North America, <=50K
>50 and <=60, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, State-gov, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Unmarried, Black, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Local-gov, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Bachelors, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60,Never-worked, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Other-relative, White, Female,North America, <=50K
<=25,Never-worked, 10th, Never-married, Other-relative, White, Female,North America, <=50K
>50 and <=60, Private, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Married-spouse-absent, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Bachelors, Divorced, Own-child, White, Female,North America, <=50K
>50 and <=60, State-gov, Some-college, Divorced, Not-in-family, White, Female,North America, <=50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Federal-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, 11th, Divorced, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Doctorate, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, State-gov, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Doctorate, Never-married, Not-in-family, White, Female,North America, >50K
<=25, Private, Some-college, Never-married, Unmarried, Black, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,Asia, <=50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Asian-Pac-Islander, Male,North America, <=50K
<=25, Private, 11th, Never-married, Own-child, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>50 and <=60, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50,Never-worked, 11th, Widowed, Other-relative, Black, Female,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Own-child, Black, Female,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, 10th, Married-civ-spouse, Husband, Black, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, Black, Male,North America, >50K
>40 and <=50, Private, 10th, Divorced, Not-in-family, Black, Male,North America, <=50K
<=25, Private, 5th-6th, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, 5th-6th, Married-civ-spouse, Husband, White, Male,Europe, <=50K
<=25, Private, Bachelors, Never-married, Not-in-family, White, Female,North America, >50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>60 and <=70, Private, HS-grad, Divorced, Not-in-family, White, Female,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Wife, White, Female,North America, <=50K
>30 and <=40, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>60 and <=70, Self-emp-inc, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Private, 11th, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, HS-grad, Married-civ-spouse, Other-relative, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, State-gov, Bachelors, Never-married, Own-child, Black, Female,North America, <=50K
>30 and <=40, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>40 and <=50, Self-emp-inc, HS-grad, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Bachelors, Separated, Unmarried, White, Female,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Other-relative, Other, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Self-emp-not-inc, HS-grad, Never-married, Own-child, Asian-Pac-Islander, Male,North America, <=50K
>25 and <=30, Private, Doctorate, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Bachelors, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50, Private, Some-college, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,Asia, <=50K
>25 and <=30, Private, 10th, Never-married, Other-relative, Black, Male,North America, <=50K
<=25, Private, 10th, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, 7th-8th, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Private, HS-grad, Divorced, Not-in-family, Asian-Pac-Islander, Female,Asia, <=50K
>40 and <=50, Private, Bachelors, Separated, Unmarried, White, Female,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
>30 and <=40, Private, Some-college, Never-married, Not-in-family, White, Male,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Local-gov, Assoc-voc, Never-married, Not-in-family, Black, Female,North America, >50K
>30 and <=40, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Self-emp-not-inc, HS-grad, Divorced, Not-in-family, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, Black, Female,North America, <=50K
>25 and <=30, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>50 and <=60, Private, Masters, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, HS-grad, Separated, Unmarried, White, Female,North America, <=50K
>30 and <=40, Private, Some-college, Divorced, Not-in-family, White, Male,North America, <=50K
>25 and <=30, Private, HS-grad, Never-married, Own-child, Black, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, Black, Female,North America, <=50K
>70 and <=80, Private, 10th, Widowed, Not-in-family, Black, Female,North America, <=50K
>50 and <=60, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Local-gov, Bachelors, Married-civ-spouse, Husband, Black, Male,North America, >50K
>25 and <=30, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>80, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>30 and <=40, Self-emp-not-inc, Some-college, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, Some-college, Married-civ-spouse, Husband, White, Male,North America, <=50K
>40 and <=50, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
<=25, Private, HS-grad, Married-civ-spouse, Wife, White, Female,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
>30 and <=40, Private, Assoc-voc, Divorced, Unmarried, White, Female,North America, <=50K
>40 and <=50, Local-gov, Masters, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
<=25, Private, Some-college, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, HS-grad, Never-married, Own-child, White, Male,North America, <=50K
<=25, Private, 7th-8th, Never-married, Own-child, White, Male,North America, <=50K
>40 and <=50, Local-gov, Masters, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, HS-grad, Never-married, Not-in-family, White, Male,North America, <=50K
>40 and <=50,Never-worked, Masters, Married-spouse-absent, Other-relative, White, Male,North America, <=50K
>30 and <=40, Private, 9th, Never-married, Other-relative, Black, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Some-college, Never-married, Own-child, Black, Female,North America, <=50K
>30 and <=40, Private, 7th-8th, Married-civ-spouse, Husband, White, Male,North America, <=50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Husband, White, Male,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Local-gov, Masters, Divorced, Not-in-family, White, Female,North America, <=50K
>40 and <=50, Local-gov, Assoc-voc, Married-civ-spouse, Husband, White, Male,North America, >50K
>25 and <=30, Private, Bachelors, Married-civ-spouse, Wife, White, Female,North America, >50K
>40 and <=50, Private, HS-grad, Married-civ-spouse, Wife, White, Female,North America, >50K
>30 and <=40, Private, HS-grad, Never-married, Unmarried, White, Male,North America, <=50K
>30 and <=40, State-gov, Bachelors, Never-married, Not-in-family, White, Female,North America, <=50K
>25 and <=30, Private, Assoc-acdm, Never-married, Not-in-family, Other, Male,North America, <=50K
>30 and <=40, Private, HS-grad, Married-civ-spouse, Wife, Black, Female,North America, <=50K
