Month,DayofMonth,DayOfWeek,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-5,c-13,c-5,OH,ROC,CVG,>400 and <=500,N
c-10,c-10,c-2,US,BUF,PHL,>200 and <=300,N
c-5,c-26,c-5,OO,CLD,LAX,<=200,Y
c-7,c-21,c-4,WN,DAL,HOU,>200 and <=300,N
c-11,c-9,c-3,UA,LAX,ORD,>1500,Y
c-6,c-8,c-3,US,SYR,PHL,>200 and <=300,N
c-2,c-14,c-2,FL,PIT,ATL,>500 and <=600,N
c-6,c-21,c-2,EV,ATL,MGM,<=200,Y
c-11,c-3,c-5,MQ,DFW,AMA,>300 and <=400,N
c-9,c-24,c-7,US,CLT,RIC,>200 and <=300,N
c-7,c-28,c-4,UA,SFO,LAX,>300 and <=400,N
c-11,c-14,c-2,US,PVD,CLT,>600 and <=700,N
c-3,c-13,c-7,AA,TPA,MIA,>200 and <=300,N
c-4,c-3,c-1,XE,BHM,IAH,>500 and <=600,N
c-2,c-16,c-3,XE,OKC,IAH,>300 and <=400,N
c-3,c-26,c-7,OO,SFO,RNO,<=200,N
c-2,c-3,c-4,AS,SEA,ANC,>1000 and <=1500,N
c-8,c-15,c-2,OO,OAK,SLC,>500 and <=600,N
c-2,c-17,c-5,XE,IAH,COS,>700 and <=1000,N
c-2,c-14,c-1,WN,LAS,BUR,>200 and <=300,N
c-3,c-23,c-4,FL,DAY,ATL,>400 and <=500,N
c-6,c-29,c-4,XE,CMH,CLE,<=200,N
c-1,c-21,c-5,AA,MIA,ORD,>1000 and <=1500,N
c-12,c-24,c-6,OH,MCO,MCI,>1000 and <=1500,Y
c-9,c-2,c-6,AQ,HNL,ITO,>200 and <=300,N
c-10,c-23,c-1,OO,DFW,DEN,>600 and <=700,N
c-10,c-12,c-3,XE,SHV,IAH,<=200,N
c-5,c-10,c-3,UA,SFO,DEN,>700 and <=1000,N
c-10,c-10,c-2,MQ,GSP,DFW,>700 and <=1000,N
c-2,c-8,c-3,AA,OKC,DFW,<=200,N
c-7,c-2,c-7,B6,PWM,JFK,>200 and <=300,N
c-6,c-4,c-7,CO,EWR,IAH,>1000 and <=1500,N
c-9,c-12,c-1,DL,PBI,JFK,>1000 and <=1500,N
c-12,c-24,c-6,WN,RDU,TPA,>500 and <=600,N
c-12,c-19,c-1,US,PHL,BOS,>200 and <=300,N
c-6,c-24,c-5,DL,PHX,ATL,>1500,N
c-12,c-18,c-7,DL,IAH,ATL,>600 and <=700,N
c-11,c-1,c-3,UA,SFO,SEA,>600 and <=700,N
c-11,c-28,c-2,DL,ATL,SRQ,>400 and <=500,N
c-10,c-26,c-3,F9,AUS,DEN,>700 and <=1000,N
c-4,c-13,c-3,OH,SCE,CVG,>300 and <=400,N
c-2,c-22,c-3,CO,SRQ,EWR,>1000 and <=1500,N
c-9,c-19,c-1,AA,BWI,ORD,>600 and <=700,N
c-7,c-26,c-2,HA,LIH,HNL,<=200,N
c-5,c-13,c-5,OO,PHX,LAX,>300 and <=400,N
c-7,c-10,c-7,EV,ATL,CRW,>300 and <=400,N
c-3,c-24,c-5,OH,CVG,OMA,>600 and <=700,N
c-5,c-26,c-5,CO,BWI,IAH,>1000 and <=1500,N
c-8,c-29,c-2,OO,SLC,TUS,>600 and <=700,N
c-11,c-24,c-5,DL,MCO,ATL,>400 and <=500,N
c-6,c-22,c-4,FL,MCO,FNT,>1000 and <=1500,N
c-10,c-19,c-3,UA,LAX,IAD,>1500,N
c-9,c-5,c-1,DL,BWI,ATL,>500 and <=600,N
c-2,c-5,c-7,YV,IAD,DTW,>300 and <=400,N
c-8,c-15,c-1,UA,LAX,SEA,>700 and <=1000,N
c-9,c-12,c-1,MQ,SBP,LAX,<=200,N
c-1,c-15,c-6,OH,CVG,DCA,>400 and <=500,N
c-11,c-14,c-2,AA,TPA,DFW,>700 and <=1000,Y
c-12,c-8,c-5,FL,BWI,BOS,>300 and <=400,N
c-10,c-10,c-2,AA,BDL,DFW,>1000 and <=1500,Y
c-12,c-30,c-5,US,PHL,BOS,>200 and <=300,N
c-8,c-13,c-7,NW,EWR,DTW,>400 and <=500,N
c-9,c-4,c-1,AQ,LIH,HNL,<=200,N
c-11,c-24,c-5,WN,DAL,MAF,>300 and <=400,N
c-11,c-2,c-4,FL,MYR,ATL,>300 and <=400,N
c-10,c-6,c-4,WN,SEA,PHX,>1000 and <=1500,N
c-7,c-10,c-1,OH,CHA,CVG,>200 and <=300,N
c-12,c-15,c-5,UA,LAX,DFW,>1000 and <=1500,Y
c-4,c-8,c-5,MQ,DFW,GRK,<=200,N
c-4,c-9,c-7,AA,DFW,BDL,>1000 and <=1500,N
c-9,c-22,c-5,DL,ATL,LGA,>700 and <=1000,N
c-9,c-27,c-3,MQ,ORD,RST,>200 and <=300,N
c-12,c-20,c-2,CO,EWR,ATL,>700 and <=1000,N
c-12,c-19,c-2,OO,TYS,ORD,>400 and <=500,N
c-12,c-3,c-7,AA,DEN,DFW,>600 and <=700,N
c-8,c-13,c-7,NW,DTW,PWM,>600 and <=700,N
c-3,c-30,c-3,DH,EWR,IAD,>200 and <=300,N
c-7,c-14,c-4,WN,SLC,LAS,>300 and <=400,N
c-4,c-15,c-6,WN,SDF,MDW,>200 and <=300,N
c-9,c-23,c-5,OH,CVG,BGR,>700 and <=1000,Y
c-5,c-18,c-4,NW,DTW,LGA,>500 and <=600,N
c-8,c-18,c-4,OO,DEN,RAP,>300 and <=400,Y
c-8,c-15,c-2,UA,BIL,DEN,>400 and <=500,N
c-6,c-22,c-3,UA,DEN,HNL,>1500,N
c-3,c-29,c-3,AS,SEA,SAN,>1000 and <=1500,N
c-4,c-16,c-6,MQ,DFW,ABI,<=200,Y
c-1,c-14,c-6,AA,TUS,ORD,>1000 and <=1500,N
c-8,c-10,c-4,OO,SFO,SNA,>300 and <=400,N
c-1,c-2,c-7,AS,ADQ,ANC,>200 and <=300,Y
c-9,c-17,c-7,AA,DFW,PHX,>700 and <=1000,Y
c-1,c-21,c-6,UA,SEA,SFO,>600 and <=700,Y
c-11,c-26,c-7,OO,ORD,FWA,<=200,N
c-7,c-20,c-3,WN,LAX,SLC,>500 and <=600,N
c-6,c-16,c-4,WN,JAX,PHL,>700 and <=1000,N
c-2,c-18,c-5,EV,ATL,DSM,>700 and <=1000,N
c-5,c-10,c-2,HP,PHX,STL,>1000 and <=1500,N
c-10,c-19,c-4,XE,IAH,MAF,>400 and <=500,N
c-8,c-12,c-5,US,DEN,CLT,>1000 and <=1500,N
c-11,c-17,c-4,AA,DFW,MDW,>700 and <=1000,N
c-4,c-20,c-4,AA,DFW,ICT,>300 and <=400,N
c-12,c-9,c-5,NW,LIT,MEM,<=200,N
c-2,c-1,c-3,YV,PHX,OMA,>1000 and <=1500,N
c-1,c-1,c-6,NW,DTW,LAX,>1500,N
c-8,c-8,c-2,WN,BNA,SEA,>1500,N
c-4,c-25,c-1,WN,SDF,BWI,>400 and <=500,N
c-9,c-30,c-6,HA,OGG,HNL,<=200,N
c-12,c-24,c-6,US,CLT,PBI,>500 and <=600,N
c-1,c-24,c-2,OO,TUS,SLC,>600 and <=700,N
c-12,c-16,c-6,YV,HNL,LIH,<=200,N
c-2,c-22,c-3,WN,PVD,PHL,>200 and <=300,N
c-4,c-27,c-4,OO,SFO,ACV,>200 and <=300,Y
c-11,c-15,c-3,OO,PDX,SFO,>500 and <=600,N
c-10,c-28,c-5,EV,CVG,AVL,>200 and <=300,Y
c-5,c-1,c-7,XE,GSO,EWR,>400 and <=500,N
c-1,c-4,c-2,EV,BTR,DFW,>300 and <=400,Y
c-11,c-29,c-3,WN,CMH,MCO,>700 and <=1000,N
c-1,c-2,c-7,OH,TOL,CVG,<=200,N
c-8,c-1,c-2,WN,LAS,LAX,>200 and <=300,Y
c-6,c-6,c-1,WN,PHX,LAS,>200 and <=300,N
c-9,c-9,c-5,MQ,DCA,BOS,>300 and <=400,N
c-1,c-21,c-5,UA,DEN,SFO,>700 and <=1000,Y
c-3,c-18,c-6,NW,MSP,DTW,>500 and <=600,Y
c-7,c-26,c-2,WN,IND,LAS,>1500,N
c-9,c-28,c-4,EV,ATL,SRQ,>400 and <=500,N
c-1,c-21,c-5,OH,RDU,CVG,>300 and <=400,N
c-9,c-27,c-3,OH,CVG,DTW,>200 and <=300,Y
c-9,c-14,c-3,WN,SJC,ONT,>300 and <=400,N
c-5,c-23,c-1,EV,SLC,LIT,>1000 and <=1500,N
c-1,c-27,c-4,NW,MKE,DTW,>200 and <=300,N
c-7,c-28,c-5,DL,CVG,ABQ,>1000 and <=1500,N
c-8,c-11,c-4,XE,PIT,EWR,>300 and <=400,N
c-3,c-9,c-4,DL,CVG,ABQ,>1000 and <=1500,N
c-5,c-31,c-2,AA,ORD,PHL,>600 and <=700,N
c-8,c-24,c-3,HP,BWI,PHX,>1500,N
c-11,c-21,c-2,HA,HNL,LIH,<=200,N
c-7,c-18,c-2,UA,ORD,SAT,>1000 and <=1500,N
c-11,c-19,c-7,UA,DAY,ORD,>200 and <=300,N
c-10,c-3,c-2,YV,CLT,IAD,>300 and <=400,Y
c-6,c-13,c-2,YV,BMI,ORD,<=200,N
c-1,c-23,c-7,DL,CLT,ATL,>200 and <=300,Y
c-4,c-4,c-1,OO,TXK,IAH,>200 and <=300,N
c-7,c-14,c-4,WN,PHX,SDF,>1500,N
c-8,c-22,c-1,UA,TPA,ORD,>1000 and <=1500,N
c-7,c-14,c-4,AA,LAX,ORD,>1500,Y
c-2,c-3,c-5,WN,LAX,PHX,>300 and <=400,Y
c-7,c-12,c-3,DL,CVG,MCO,>700 and <=1000,N
c-1,c-23,c-1,DL,SLC,OAK,>500 and <=600,N
c-3,c-27,c-7,US,PIT,LGA,>300 and <=400,N
c-8,c-29,c-1,MQ,LGA,DCA,>200 and <=300,N
c-9,c-11,c-1,EV,MDW,ATL,>500 and <=600,Y
c-5,c-24,c-2,CO,MSY,EWR,>1000 and <=1500,N
c-12,c-20,c-2,AA,ORD,LAX,>1500,N
c-10,c-11,c-2,MQ,DBQ,ORD,<=200,N
c-11,c-8,c-2,CO,TUL,IAH,>400 and <=500,N
c-8,c-21,c-7,OH,BNA,CVG,>200 and <=300,N
c-10,c-31,c-1,MQ,ORD,DBQ,<=200,N
c-1,c-23,c-1,AA,DFW,DCA,>1000 and <=1500,N
c-11,c-22,c-2,DL,CVG,BWI,>400 and <=500,N
c-6,c-28,c-2,DL,JFK,TPA,>1000 and <=1500,Y
c-2,c-20,c-1,MQ,DFW,ABI,<=200,N
c-10,c-23,c-7,DH,IAD,RSW,>700 and <=1000,N
c-7,c-4,c-1,MQ,SJC,SAN,>400 and <=500,N
c-6,c-30,c-5,WN,STL,MDW,>200 and <=300,N
c-4,c-14,c-4,AA,ORD,LAS,>1500,N
c-10,c-13,c-5,NW,MEM,BTR,>300 and <=400,N
c-1,c-30,c-7,XE,GSO,IAH,>700 and <=1000,N
c-4,c-11,c-2,US,PHL,PVD,>200 and <=300,N
c-10,c-30,c-1,NW,DTW,PIT,>200 and <=300,N
c-6,c-29,c-3,WN,BWI,IND,>500 and <=600,Y
c-5,c-19,c-5,MQ,MRY,LAX,>200 and <=300,Y
c-4,c-13,c-4,WN,RDU,MCO,>500 and <=600,N
c-9,c-30,c-6,OO,FCA,SLC,>500 and <=600,N
c-2,c-2,c-4,EV,ISO,ATL,>400 and <=500,N
c-8,c-7,c-1,US,LAS,SAN,>200 and <=300,N
c-11,c-9,c-4,OO,SLC,BIL,>300 and <=400,N
c-1,c-14,c-5,TZ,MDW,PIE,>700 and <=1000,N
c-3,c-13,c-1,AA,TUL,ORD,>500 and <=600,Y
c-10,c-19,c-3,AA,ORD,STL,>200 and <=300,N
c-1,c-3,c-1,AA,ORD,PBI,>1000 and <=1500,N
c-7,c-9,c-7,CO,AUS,EWR,>1500,Y
c-4,c-9,c-7,US,ALB,CLT,>600 and <=700,N
c-12,c-2,c-6,NW,MSP,PIT,>700 and <=1000,N
c-11,c-10,c-5,US,PHX,LAS,>200 and <=300,N
c-12,c-28,c-3,DL,ORF,ATL,>500 and <=600,N
c-6,c-2,c-5,WN,DAL,AUS,<=200,N
c-8,c-29,c-1,OO,SAT,DEN,>700 and <=1000,Y
c-10,c-14,c-5,AA,ORD,DEN,>700 and <=1000,N
c-4,c-24,c-7,WN,BWI,BUF,>200 and <=300,N
c-9,c-19,c-1,DL,JAN,ATL,>300 and <=400,N
c-3,c-22,c-3,YV,IAD,BOS,>400 and <=500,N
c-7,c-17,c-7,OH,CVG,SYR,>500 and <=600,N
c-1,c-21,c-6,WN,TUS,LAS,>300 and <=400,N
c-1,c-5,c-4,DL,LGA,ATL,>700 and <=1000,N
c-5,c-18,c-3,WN,TPA,BNA,>600 and <=700,N
c-12,c-23,c-5,DL,JAX,ATL,>200 and <=300,N
c-3,c-30,c-4,AS,LAX,SFO,>300 and <=400,Y
c-4,c-17,c-7,NW,SYR,DTW,>300 and <=400,N
c-6,c-13,c-2,AS,FAI,ANC,>200 and <=300,N
c-1,c-22,c-7,MQ,SDF,DFW,>700 and <=1000,N
c-5,c-12,c-4,HP,PHL,LAS,>1500,N
c-7,c-19,c-2,DL,FLL,JFK,>1000 and <=1500,Y
c-9,c-1,c-5,EV,DAY,ATL,>400 and <=500,Y
c-11,c-16,c-3,US,DCA,MCO,>700 and <=1000,N
c-6,c-2,c-4,US,PHL,MSY,>1000 and <=1500,N
c-11,c-21,c-2,DL,LGA,CVG,>500 and <=600,N
c-9,c-6,c-2,DL,SAV,ATL,>200 and <=300,N
c-9,c-21,c-3,FL,ATL,CLT,>200 and <=300,N
c-10,c-12,c-3,DL,JAX,CVG,>600 and <=700,N
c-10,c-17,c-1,AA,ORD,PDX,>1500,N
c-10,c-19,c-3,OO,FAT,LAS,>200 and <=300,N
c-2,c-10,c-4,UA,ORD,LGA,>700 and <=1000,Y
c-6,c-20,c-1,XE,EWR,BTV,>200 and <=300,N
c-6,c-14,c-3,DL,CVG,HNL,>1500,Y
c-10,c-10,c-1,DL,ATL,PBI,>500 and <=600,N
c-8,c-24,c-3,OO,ORD,CLE,>300 and <=400,N
c-11,c-14,c-1,F9,DEN,MCO,>1500,N
c-5,c-14,c-6,DL,BOI,SLC,>200 and <=300,N
c-10,c-28,c-5,MQ,OKC,DFW,<=200,N
c-1,c-19,c-3,MQ,DFW,DSM,>600 and <=700,N
c-5,c-11,c-3,OO,PDX,MFR,>200 and <=300,N
c-8,c-28,c-1,NW,IAD,DTW,>300 and <=400,Y
c-8,c-3,c-4,UA,ORD,DCA,>600 and <=700,Y
c-9,c-19,c-1,AA,JFK,LAX,>1500,Y
c-4,c-30,c-6,OO,PHX,SLC,>500 and <=600,N
c-12,c-7,c-4,EV,DAY,ATL,>400 and <=500,N
c-6,c-19,c-1,WN,HOU,PHL,>1000 and <=1500,Y
c-2,c-15,c-3,AA,LAS,DFW,>1000 and <=1500,N
c-3,c-27,c-7,WN,GEG,PDX,>200 and <=300,N
c-5,c-5,c-4,CO,IAH,PHL,>1000 and <=1500,N
c-7,c-29,c-5,WN,SLC,SEA,>600 and <=700,N
c-8,c-21,c-1,WN,LAS,BUR,>200 and <=300,N
c-8,c-18,c-4,WN,PHX,MDW,>1000 and <=1500,N
c-11,c-13,c-7,XE,IAH,OKC,>300 and <=400,N
c-1,c-16,c-7,NW,MEM,DFW,>400 and <=500,N
c-1,c-15,c-7,CO,IAH,SAN,>1000 and <=1500,N
c-1,c-18,c-2,US,ALB,DCA,>300 and <=400,Y
c-5,c-24,c-2,AS,SEA,SJC,>600 and <=700,Y
c-2,c-13,c-1,OO,CHS,ORD,>700 and <=1000,N
c-6,c-7,c-3,YV,RIC,CLT,>200 and <=300,N
c-4,c-5,c-2,US,PIT,CLT,>300 and <=400,N
c-9,c-30,c-5,UA,IAD,MIA,>700 and <=1000,N
c-9,c-30,c-5,OO,LAX,PHX,>300 and <=400,N
c-2,c-12,c-6,OH,ERI,CVG,>300 and <=400,N
c-9,c-19,c-2,YV,DEN,ATL,>1000 and <=1500,N
c-6,c-8,c-3,MQ,RDU,CMH,>300 and <=400,N
c-5,c-7,c-6,DH,IAD,SAV,>500 and <=600,N
c-4,c-5,c-2,WN,MSY,HOU,>300 and <=400,N
c-6,c-7,c-3,DL,SLC,FLL,>1500,N
c-5,c-25,c-4,DL,LGA,DCA,>200 and <=300,N
c-2,c-21,c-1,NW,BWI,DTW,>400 and <=500,N
c-7,c-11,c-1,UA,DCA,ORD,>600 and <=700,N
c-3,c-6,c-1,MQ,CLT,DFW,>700 and <=1000,N
c-8,c-14,c-7,OH,BHM,LGA,>700 and <=1000,N
c-10,c-25,c-3,DL,ATL,TLH,>200 and <=300,N
c-9,c-2,c-6,DL,MCI,ATL,>600 and <=700,N
c-7,c-12,c-2,OO,DEN,MFR,>700 and <=1000,N
c-6,c-18,c-6,WN,LAS,OAK,>400 and <=500,Y
c-9,c-14,c-3,AA,DFW,DTW,>700 and <=1000,N
c-2,c-28,c-1,HP,BUR,PHX,>300 and <=400,N
c-10,c-16,c-1,MQ,DFW,PIT,>1000 and <=1500,Y
c-7,c-4,c-1,AA,MSP,ORD,>300 and <=400,N
c-12,c-1,c-4,XE,BUF,EWR,>200 and <=300,N
c-1,c-10,c-1,FL,ROC,ATL,>700 and <=1000,N
c-5,c-22,c-1,EV,GTR,ATL,>200 and <=300,N
c-5,c-20,c-5,WN,MCI,IND,>400 and <=500,Y
c-9,c-2,c-5,AA,RDU,DFW,>1000 and <=1500,N
c-4,c-15,c-5,HP,DCA,PHX,>1500,N
c-9,c-27,c-2,OO,DEN,GJT,>200 and <=300,N
c-12,c-3,c-7,AA,ORD,BOS,>700 and <=1000,Y
c-9,c-30,c-5,US,CLT,PVD,>600 and <=700,N
c-3,c-23,c-3,UA,OKC,DEN,>400 and <=500,N
c-6,c-24,c-5,EV,TRI,ATL,>200 and <=300,N
c-1,c-29,c-7,CO,IAH,SAN,>1000 and <=1500,N
c-12,c-11,c-1,UA,ORD,CLT,>500 and <=600,N
c-4,c-24,c-7,MQ,LAX,SAN,<=200,N
c-10,c-20,c-5,UA,OAK,DEN,>700 and <=1000,N
c-10,c-31,c-2,WN,MCI,MCO,>1000 and <=1500,N
c-1,c-9,c-1,AS,BRW,FAI,>500 and <=600,Y
c-6,c-8,c-3,DL,ANC,ATL,>1500,N
c-11,c-19,c-6,MQ,CVG,DFW,>700 and <=1000,N
c-3,c-20,c-7,UA,DFW,DEN,>600 and <=700,N
c-6,c-1,c-4,CO,FLL,EWR,>1000 and <=1500,Y
c-8,c-27,c-7,UA,DEN,TUL,>500 and <=600,N
c-7,c-12,c-2,UA,BWI,DEN,>1000 and <=1500,N
c-10,c-29,c-7,OO,SFO,FAT,<=200,N
c-8,c-29,c-1,DL,LGA,DCA,>200 and <=300,N
c-10,c-15,c-7,OO,GRB,ORD,<=200,N
c-5,c-17,c-3,OO,LAX,FAT,>200 and <=300,N
c-11,c-14,c-1,OO,ACV,SFO,>200 and <=300,N
c-9,c-19,c-2,YV,GSO,ORD,>500 and <=600,Y
c-10,c-4,c-2,OH,MCO,HSV,>500 and <=600,N
c-2,c-16,c-3,NW,LIT,MEM,<=200,N
c-2,c-13,c-1,NW,MOT,MSP,>400 and <=500,N
c-7,c-25,c-2,YV,PWM,IAD,>400 and <=500,N
c-9,c-26,c-2,MQ,SGF,DFW,>300 and <=400,N
c-6,c-28,c-3,FL,BWI,ATL,>500 and <=600,Y
c-10,c-17,c-2,AA,IAH,ORD,>700 and <=1000,Y
c-7,c-28,c-4,OH,BHM,CVG,>300 and <=400,N
c-12,c-5,c-2,CO,EWR,ATL,>700 and <=1000,N
c-1,c-13,c-5,NW,MSP,MDW,>300 and <=400,N
c-8,c-22,c-1,CO,PHL,CLE,>300 and <=400,N
c-10,c-20,c-5,DL,JFK,SLC,>1500,N
c-7,c-17,c-7,US,PVD,DCA,>300 and <=400,N
c-7,c-4,c-2,OH,DAY,CVG,<=200,N
c-6,c-28,c-3,DL,MCO,CVG,>700 and <=1000,N
c-6,c-21,c-2,DL,LGA,FLL,>1000 and <=1500,N
c-6,c-5,c-7,NW,DFW,MEM,>400 and <=500,Y
c-3,c-27,c-7,DL,SLC,HNL,>1500,N
c-10,c-8,c-7,US,PHX,LAS,>200 and <=300,N
c-10,c-6,c-4,OO,EUG,SLC,>600 and <=700,N
c-12,c-12,c-1,AA,MCO,LGA,>700 and <=1000,Y
c-12,c-17,c-7,WN,LAS,PHX,>200 and <=300,Y
c-11,c-19,c-6,WN,ONT,OAK,>300 and <=400,N
c-1,c-25,c-3,NW,MCO,MSP,>1000 and <=1500,N
c-8,c-23,c-3,FL,ATL,BWI,>500 and <=600,N
c-8,c-22,c-2,DL,IAD,ATL,>500 and <=600,N
c-9,c-21,c-4,US,PHX,LAS,>200 and <=300,N
c-6,c-17,c-5,NW,LGA,DTW,>500 and <=600,Y
c-1,c-22,c-6,WN,SJC,BUR,>200 and <=300,N
c-5,c-16,c-1,OO,OXR,LAX,<=200,N
c-1,c-4,c-2,HP,LAS,JFK,>1500,Y
c-7,c-15,c-6,US,PHL,BOS,>200 and <=300,Y
c-2,c-11,c-5,DL,BOS,LAS,>1500,N
c-5,c-21,c-6,UA,OGG,SFO,>1500,N
c-7,c-27,c-3,WN,SAN,OAK,>400 and <=500,N
c-1,c-26,c-3,MQ,LAX,SAN,<=200,N
c-5,c-24,c-3,AA,SJU,MIA,>1000 and <=1500,N
c-11,c-9,c-3,HA,OGG,HNL,<=200,N
c-2,c-1,c-3,US,PHX,DFW,>700 and <=1000,Y
c-12,c-25,c-7,WN,MDW,FLL,>1000 and <=1500,Y
c-2,c-23,c-4,MQ,DFW,SJT,>200 and <=300,N
c-10,c-10,c-2,OO,SLC,SGU,>200 and <=300,N
c-8,c-19,c-5,HP,PHX,LAS,>200 and <=300,N
c-12,c-17,c-6,XE,EWR,IAD,>200 and <=300,N
c-3,c-28,c-2,AA,DFW,IAH,>200 and <=300,N
c-4,c-29,c-5,XE,PWM,EWR,>200 and <=300,N
c-7,c-8,c-5,DL,RSW,CVG,>700 and <=1000,N
c-5,c-24,c-2,US,CLT,ALB,>600 and <=700,N
c-6,c-20,c-1,CO,EWR,SEA,>1500,N
c-10,c-10,c-1,US,PHL,MCO,>700 and <=1000,N
c-5,c-18,c-3,AA,ORD,SAN,>1500,N
c-10,c-12,c-4,CO,CLE,IAH,>1000 and <=1500,N
c-8,c-19,c-6,UA,KOA,SFO,>1500,N
c-5,c-9,c-1,EV,ATL,BTR,>400 and <=500,Y
c-7,c-3,c-7,EV,DAY,ATL,>400 and <=500,N
c-4,c-4,c-2,WN,RSW,ISP,>1000 and <=1500,N
c-4,c-20,c-3,US,CLT,IAH,>700 and <=1000,N
c-9,c-25,c-1,NW,DTW,SEA,>1500,N
c-5,c-25,c-3,XE,CLE,CLT,>400 and <=500,N
c-4,c-13,c-4,WN,FLL,BWI,>700 and <=1000,N
c-1,c-6,c-5,WN,ORF,BWI,<=200,Y
c-7,c-18,c-2,YV,AVP,ORD,>600 and <=700,N
c-9,c-22,c-5,OH,ROA,CVG,>200 and <=300,N
c-10,c-28,c-5,MQ,OMA,ORD,>400 and <=500,N
c-8,c-22,c-2,WN,SAN,AUS,>1000 and <=1500,Y
c-1,c-27,c-5,AA,LAX,MIA,>1500,N
c-5,c-12,c-4,WN,HOU,CRP,<=200,N
c-1,c-23,c-1,AA,ICT,DFW,>300 and <=400,N
c-4,c-20,c-3,DL,ATL,BNA,>200 and <=300,N
c-10,c-6,c-5,XE,CLE,ATL,>500 and <=600,Y
c-12,c-1,c-5,MQ,DFW,ABI,<=200,N
c-1,c-31,c-2,NW,FAR,MSP,>200 and <=300,N
c-5,c-17,c-3,WN,ABQ,PHX,>300 and <=400,N
c-8,c-11,c-5,WN,LAX,PHX,>300 and <=400,N
c-6,c-4,c-6,AA,LGA,DFW,>1000 and <=1500,N
c-8,c-27,c-6,WN,RDU,BWI,>200 and <=300,N
c-3,c-14,c-1,WN,PHX,ONT,>300 and <=400,N
c-11,c-3,c-5,MQ,HPN,ORD,>700 and <=1000,N
c-6,c-17,c-5,OO,LAX,SNA,<=200,N
c-3,c-6,c-7,B6,LGB,JFK,>1500,N
c-2,c-21,c-2,WN,ELP,PHX,>300 and <=400,N
c-10,c-19,c-3,F9,DEN,PDX,>700 and <=1000,N
c-1,c-26,c-3,AA,DFW,MCI,>400 and <=500,N
c-1,c-23,c-7,XE,IAH,LFT,>200 and <=300,N
c-7,c-5,c-2,AA,LAX,HNL,>1500,N
c-12,c-30,c-6,EV,MSP,ATL,>700 and <=1000,Y
c-6,c-7,c-3,WN,SNA,SMF,>400 and <=500,N
c-10,c-15,c-7,US,JAX,DCA,>600 and <=700,N
c-11,c-3,c-4,EV,PHF,ATL,>500 and <=600,N
c-2,c-6,c-1,AA,DFW,JAX,>700 and <=1000,N
c-8,c-4,c-4,AA,DFW,ORD,>700 and <=1000,N
c-3,c-13,c-1,OO,LAX,CLD,<=200,N
c-9,c-27,c-2,WN,PVD,BWI,>300 and <=400,N
c-10,c-24,c-1,WN,MCO,BDL,>1000 and <=1500,N
c-4,c-6,c-4,XE,EWR,MKE,>700 and <=1000,N
c-4,c-5,c-3,DL,CVG,SEA,>1500,N
c-3,c-29,c-3,NW,MSP,MBS,>400 and <=500,N
c-8,c-8,c-2,US,DCA,JAX,>600 and <=700,N
c-3,c-1,c-3,OH,CVG,JAN,>500 and <=600,N
c-10,c-8,c-7,WN,MCI,LAX,>1000 and <=1500,N
c-12,c-4,c-7,NW,MSP,FLL,>1000 and <=1500,N
c-9,c-24,c-7,WN,ABQ,LAS,>400 and <=500,N
c-8,c-31,c-4,OO,RAP,DEN,>300 and <=400,Y
c-11,c-18,c-5,TZ,MDW,MSP,>300 and <=400,Y
c-8,c-18,c-5,UA,EWR,ORD,>700 and <=1000,N
c-11,c-3,c-4,EV,CHA,CVG,>200 and <=300,N
c-7,c-14,c-4,WN,LAS,BUR,>200 and <=300,N
c-10,c-5,c-3,OH,SDF,CVG,<=200,N
c-12,c-6,c-3,UA,IAD,OAK,>1500,N
c-5,c-11,c-4,CO,IAH,TUS,>700 and <=1000,N
c-5,c-13,c-6,WN,TUL,STL,>300 and <=400,N
c-3,c-14,c-1,CO,SFO,IAH,>1500,N
c-2,c-1,c-3,AS,SEA,EWR,>1500,Y
c-8,c-19,c-6,NW,DLH,MSP,<=200,N
c-7,c-21,c-4,UA,DFW,DEN,>600 and <=700,Y
c-6,c-9,c-5,MQ,LIT,DFW,>300 and <=400,N
c-3,c-25,c-6,DL,ATL,JAX,>200 and <=300,N
c-11,c-22,c-3,US,SFO,LAS,>400 and <=500,N
c-4,c-18,c-2,MQ,DFW,CMI,>600 and <=700,N
c-2,c-6,c-7,UA,EWR,DEN,>1500,Y
c-10,c-7,c-5,DH,IAD,CRW,>200 and <=300,Y
c-11,c-7,c-2,WN,ABQ,LAX,>600 and <=700,Y
c-9,c-10,c-6,WN,OAK,SNA,>300 and <=400,N
c-1,c-23,c-1,NW,DTW,BUF,>200 and <=300,N
c-8,c-28,c-7,UA,SFO,DEN,>700 and <=1000,N
c-11,c-2,c-3,OH,CVG,BTV,>700 and <=1000,N
c-1,c-19,c-3,XE,IAH,CRP,>200 and <=300,N
c-9,c-17,c-6,UA,PVD,ORD,>700 and <=1000,N
c-6,c-14,c-2,UA,ORD,SMF,>1500,Y
c-10,c-21,c-6,WN,MCO,ISP,>700 and <=1000,N
c-1,c-8,c-6,DL,CVG,MCO,>700 and <=1000,N
c-2,c-17,c-4,AA,ABQ,DFW,>500 and <=600,N
c-3,c-31,c-5,AA,MEM,DFW,>400 and <=500,N
c-8,c-16,c-2,OO,DEN,BOI,>600 and <=700,N
